cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
x,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
x,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
f,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,yes
x,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
x,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
x,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
k,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
f,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
k,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,yes
x,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
f,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,yes
x,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
x,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
k,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
k,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
b,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,no
x,y,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
x,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,yes
f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
x,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
f,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
k,s,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,no
f,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
x,s,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
f,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,yes
x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,yes
f,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
f,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
f,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
b,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,no
k,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
k,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
x,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
k,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,no
f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
x,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
k,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
k,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,yes
k,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
x,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
x,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
x,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
x,y,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
k,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
x,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
f,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
x,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,yes
x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
k,y,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
x,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
x,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,yes
f,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
f,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
k,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
k,s,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,no
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
x,s,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
x,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
x,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
f,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,yes
x,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
k,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
x,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
b,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,no
f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
x,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,yes
f,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,yes
f,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,yes
x,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
x,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,yes
f,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
x,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
x,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
k,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
x,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
x,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
f,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
f,s,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
f,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
k,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
x,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
x,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
f,y,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
k,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
x,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
x,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
k,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
x,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,no
f,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
x,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
f,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
x,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
f,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
x,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,yes
x,s,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,yes
f,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
f,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
x,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
x,s,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
x,s,n,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
k,f,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,no
x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,yes
f,s,n,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l,no
f,s,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
x,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
f,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,yes
f,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
k,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,yes
f,y,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,yes
f,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,yes
x,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
k,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
x,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,yes
f,s,e,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,yes
x,s,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,no
f,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
f,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
x,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
k,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,no
f,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
b,f,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,no
f,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,yes
x,y,e,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,yes
x,s,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
f,s,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
x,y,e,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,yes
f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,yes
f,y,e,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,yes
f,s,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,yes
f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
f,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,yes
x,s,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,yes
f,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,no
f,y,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,yes
f,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
f,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,yes
x,s,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,yes
x,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,yes
x,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,yes
x,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,yes
x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,yes
x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l,no
f,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,yes
f,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
f,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,yes
x,y,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,yes
x,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,yes
x,s,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,yes
x,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,yes
x,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,yes
f,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,yes
f,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,yes
k,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,yes
x,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,yes
f,y,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,yes
k,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,no
f,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,yes
x,s,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,yes
f,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,yes
f,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,yes
f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,yes
